UniqueID,County,Location,PatronName,Patron,TroupeName,PerformerType,VenueName,VenueType,EventType,FromDate,FromDateYear,ToDate,ToDateYear,Auspices,PerformanceSpace,County Population,Latitude,Longitude
373,Lancashire,Smithills,William Tatton (1543-1611),William Tatton,Mr. Tutton's Musicians,Musicians,Smithills Hall,Private Residence,Performance,7/23/1587,1587/07/23,7/23/1587,1587/07/23,Domestic,Hall,232654,53.612167,-2.484249
374,Cambridgeshire,Cambridge,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/9/1584,1584/07/09,7/9/1584,1584/07/09,Civic,Hall,61561,52.205337,0.121817
375,Cambridgeshire,Cambridge,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1584,1584/09/29,9/28/1585,1585/09/28,Civic,Hall,61561,52.205337,0.121817
376,Cambridgeshire,Cambridge,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Trinity College,College,Performance,6/24/1587,1587/06/24,6/24/1587,1587/06/24,College,Hall,61561,52.205337,0.121817
377,Cambridgeshire,Kirtling,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,6/3/1583,1583/06/03,6/4/1583,1583/06/04,,,61561,52.186447,0.471385
378,Cambridgeshire,Kirtling,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,7/13/1584,1584/07/13,7/14/1584,1584/07/14,,,61561,52.186447,0.471385
379,Cheshire,Chester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1589,1589/09/29,11/25/1589,1589/11/25,,,68840,53.193392,-2.893075
380,Cheshire,Chester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1590,1590/09/29,11/25/1590,1590/11/25,,,68840,53.193392,-2.893075
381,Cumberland,Carlisle,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Moot Hall,Town Hall,Performance,9/10/1589,1589/09/10,9/20/1589,1589/09/20,,,87441,54.885697,-2.941615
382,Devon,Plymouth,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,5/15/1588,1588/05/15,9/28/1588,1588/09/28,Civic,Hall,239662,50.375457,-4.142656
383,Devon,Exeter,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1587,1587/09/29,9/28/1588,1588/09/28,Civic,Hall,239662,50.718412,-3.533899
384,Devon,Exeter,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1589,1589/09/29,9/28/1590,1590/09/28,Civic,Hall,239662,50.718412,-3.533899
385,Devon,Exeter,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,3/24/1586,1586/03/24,9/28/1586,1586/09/28,Civic,Hall,239662,50.718412,-3.533899
386,Dorset,Lyme Regis,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,6/3/1588,1588/06/03,6/3/1588,1588/06/03,,,66022,50.725156,-2.936639
387,Dorset,Lyme Regis,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/29/1588,1588/09/29,9/28/1589,1589/09/28,,,66022,50.725156,-2.936639
388,Dorset,Poole,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/1/1590,1590/09/01,9/28/1591,1591/09/28,,,66022,50.71505,-1.987248
389,Dorset,Weymouth-Melcombe Regis,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,,,66022,50.623666,-2.45599
390,East Anglia,Aldeburgh,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,6/2/1583,1583/06/02,6/24/1583,1583/06/24,,,121249,52.155357,1.600446
391,Essex,Saffron Walden,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,12/1/1583,1583/12/01,12/1/1584,1584/12/01,,,158447,52.022593,0.239215
392,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,4/17/1589,1589/04/17,4/17/1589,1589/04/17,Civic,,106828,51.864245,-2.238156
393,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,5/26/1583,1583/05/26,9/28/1583,1583/09/28,Civic,,106828,51.864245,-2.238156
394,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,9/29/1586,1586/09/29,9/28/1587,1587/09/28,Civic,,106828,51.864245,-2.238156
395,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,Civic,,106828,51.864245,-2.238156
396,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,7/12/1588,1588/07/12,7/12/1588,1588/07/12,Civic,,106828,51.864245,-2.238156
397,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,5/26/1583,1583/05/26,5/25/1583,1583/05/25,,,106828,51.864245,-2.238156
398,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,,,106828,51.864245,-2.238156
399,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,Civic,,106828,51.864245,-2.238156
400,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,College Churchyard,Outdoor venue,Performance,6/30/1590,1590/06/30,9/28/1590,1590/09/28,Civic,,106828,51.864245,-2.238156
401,Gloucestershire,Bristol,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/24/1583,1583/07/24,7/24/1583,1583/07/24,Civic,Hall,106828,51.454513,-2.58791
402,Gloucestershire,Bristol,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/23/1587,1587/07/23,7/29/1587,1587/07/29,Civic,Hall,106828,51.454513,-2.58791
403,Gloucestershire,Bristol,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/20/1588,1588/07/20,7/20/1588,1588/07/20,Civic,Hall,106828,51.454513,-2.58791
404,Gloucestershire,Bristol,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,10/5/1589,1589/10/05,10/11/1589,1589/10/11,Civic,Hall,106828,51.454513,-2.58791
405,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,7/22/1583,1583/07/22,7/22/1584,1584/07/22,,,136710,50.950945,0.906589
406,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,9/21/1586,1586/09/21,9/21/1586,1586/09/21,,,136710,50.950945,0.906589
407,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,7/22/1587,1587/07/22,7/22/1588,1588/07/22,,,136710,50.950945,0.906589
408,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,2/15/1589,1589/02/15,2/15/1589,1589/02/15,,,136710,50.950945,0.906589
409,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,7/22/1589,1589/07/22,6/22/1590,1590/06/22,,,136710,50.950945,0.906589
410,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,7/22/1590,1590/07/22,7/22/1591,1591/07/22,,,136710,50.950945,0.906589
411,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Court Hall,Town Hall,Performance,1/1/1583,1583/01/01,12/31/1583,1583/12/31,,,136710,51.280233,1.078909
412,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Court Hall,Town Hall,Performance,9/27/1586,1586/09/27,9/27/1586,1586/09/27,,,136710,51.280233,1.078909
413,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Court Hall,Town Hall,Performance,2/2/1589,1589/02/02,9/28/1589,1589/09/28,,,136710,51.280233,1.078909
414,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,8/26/1583,1583/08/26,8/26/1583,1583/08/26,,,136710,51.315994,0.889358
415,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,8/22/1586,1586/08/22,8/22/1586,1586/08/22,,,136710,51.315994,0.889358
416,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1587,1587/09/29,9/29/1588,1588/09/29,,,136710,51.315994,0.889358
417,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,1/30/1588,1588/01/30,1/30/1588,1588/01/30,,,136710,51.315994,0.889358
418,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1588,1588/09/29,9/29/1589,1589/09/29,,,136710,51.315994,0.889358
419,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1589,1589/09/29,1/4/1590,1590/01/04,,,136710,51.315994,0.889358
420,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,1/4/1590,1590/01/04,1/4/1590,1590/01/04,,,136710,51.315994,0.889358
421,Kent,Folkestone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/8/1588,1588/09/08,9/8/1589,1589/09/08,,,136710,51.081397,1.169456
422,Kent,Folkestone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/8/1589,1589/09/08,9/8/1590,1590/09/08,,,136710,51.081397,1.169456
423,Kent,Folkestone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/8/1590,1590/09/08,9/8/1581,1581/09/08,,,136710,51.081397,1.169456
424,Kent,Maidstone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,11/2/1585,1585/11/02,11/2/1586,1586/11/02,,,136710,51.270363,0.522699
425,Kent,Maidstone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,11/1/1587,1587/11/01,11/1/1588,1588/11/01,,,136710,51.270363,0.522699
426,Kent,Maidstone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,11/1/1588,1588/11/01,11/1/1589,1589/11/01,,,136710,51.270363,0.522699
427,Kent,Maidstone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,8/2/1589,1589/08/02,8/2/1589,1589/08/02,,,136710,51.270363,0.522699
428,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1586,1586/09/29,9/28/1587,1587/09/28,,,136710,51.280233,1.078909
429,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,3/27/1588,1588/03/27,3/27/1588,1588/03/27,,,136710,51.280233,1.078909
430,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1589,1589/02/02,2/2/1589,1589/02/02,,,136710,51.280233,1.078909
431,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1589,1589/09/29,9/28/1590,1590/09/28,,,136710,51.280233,1.078909
432,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/10/1590,1590/08/10,8/10/1590,1590/08/10,,,136710,51.280233,1.078909
433,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,4/5/1583,1583/04/05,9/8/1583,1583/09/08,,,136710,51.127876,1.313403
434,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/1/1584,1584/09/01,10/31/1584,1584/10/31,,,136710,51.127876,1.313403
435,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/13/1584,1584/09/13,11/14/1584,1584/11/14,,,136710,51.127876,1.313403
436,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/24/1586,1586/09/24,9/24/1586,1586/09/24,,,136710,51.127876,1.313403
437,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/19/1587,1587/08/19,8/19/1587,1587/08/19,,,136710,51.127876,1.313403
438,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,4/6/1588,1588/04/06,4/6/1588,1588/04/06,,,136710,51.127876,1.313403
439,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,12/25/1588,1588/12/25,12/25/1588,1588/12/25,,,136710,51.127876,1.313403
440,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/23/1589,1589/08/23,8/23/1589,1589/08/23,,,136710,51.127876,1.313403
441,Kent,Hythe,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1583,1583/02/02,2/2/1584,1584/02/02,,,136710,51.071739,1.081937
442,Kent,Hythe,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1584,1584/02/02,2/2/1585,1585/02/02,,,136710,51.071739,1.081937
443,Kent,Hythe,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1586,1586/02/02,2/2/1587,1587/02/02,,,136710,51.071739,1.081937
444,Kent,Hythe,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1587,1587/02/02,2/2/1588,1588/02/02,,,136710,51.071739,1.081937
445,Kent,Hythe,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1589,1589/02/02,2/2/1590,1590/02/02,,,136710,51.071739,1.081937
446,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,7/22/1584,1584/07/22,3/21/1585,1585/03/21,,,136710,50.950945,0.906589
447,Kent,New Romney,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/13/1587,1587/08/13,8/13/1587,1587/08/13,,,136710,50.985117,0.939473
448,Kent,New Romney,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,3/25/1588,1588/03/25,4/8/1588,1588/04/08,,,136710,50.985117,0.939473
449,Kent,New Romney,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/14/1589,1589/02/14,2/14/1589,1589/02/14,,,136710,50.985117,0.939473
450,Kent,New Romney,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,3/25/1589,1589/03/25,9/30/1589,1589/09/30,,,136710,50.985117,0.939473
451,Kent,New Romney,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/20/1590,1590/08/20,8/20/1590,1590/08/20,,,136710,50.985117,0.939473
452,Lancashire,Knowsley,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Knowsley Hall,Private Residence,Performance,9/6/1589,1589/09/06,9/7/1589,1589/09/07,Domestic,,232654,53.454594,-2.852907
453,Lancashire,Prescot,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Knowsley Hall,Private Residence,Performance,6/25/1590,1590/06/25,6/25/1590,1590/06/25,,,232654,53.433447,-2.801529
454,Lancashire,Prescot,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Knowsley Hall,Private Residence,Performance,9/10/1590,1590/09/10,9/10/1590,1590/09/10,,,232654,53.433447,-2.801529
455,Lancashire,Lathom,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Lathom House,Private Residence,Performance,7/6/1589,1589/07/06,7/7/1589,1589/07/07,Domestic,Great Hall,232654,53.600973,-2.812062
456,Lancashire,New Park,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,New Park,Private Residence,Performance,10/11/1588,1588/10/11,10/11/1588,1588/10/11,Domestic,,232654,50.624057,-4.587799
457,Lancashire,Ormskirk,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,New Park,Private Residence,Performance,11/1/1588,1588/11/01,11/1/1588,1588/11/01,,,232654,53.568935,-2.885057
458,Lancashire,Lathom,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,10/11/1588,1588/10/11,10/11/1588,1588/10/11,,,232654,53.552338,-2.819781
459,Leicestershire,Leicester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,7/25/1583,1583/07/25,7/25/1583,1583/07/25,,,67557,52.636878,-1.139759
460,London,London,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,11/28/1583,1583/11/28,2/11/1584,1584/02/11,,,225643,51.507351,-0.127758
461,London,Whitehall,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,12/26/1583,1583/12/26,12/26/1583,1583/12/26,,,225643,51.502856,-0.126225
462,London,Whitehall,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,12/29/1583,1583/12/29,12/29/1583,1583/12/29,,,225643,51.502856,-0.126225
463,London,Whitehall,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,3/3/1584,1584/03/03,3/3/1584,1584/03/03,,,225643,51.502856,-0.126225
464,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,12/10/1588,1588/12/10,12/10/1588,1588/12/10,Civic,Hall,140581,52.630886,1.297355
465,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,6/3/1589,1589/06/03,6/3/1589,1589/06/03,Civic,Hall,140581,52.630886,1.297355
466,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,9/29/1586,1586/09/29,9/28/1587,1587/09/28,Civic,Hall,140581,52.630886,1.297355
467,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,6/15/1583,1583/06/15,6/15/1583,1583/06/15,Civic,Hall,140581,52.630886,1.297355
468,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,9/29/1585,1585/09/29,9/28/1586,1586/09/28,Civic,Hall,140581,52.630886,1.297355
469,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,4/22/1590,1590/04/22,4/22/1590,1590/04/22,Civic,Hall,140581,52.630886,1.297355
470,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,6/15/1583,1583/06/15,6/15/1583,1583/06/15,,,140581,52.630886,1.297355
471,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Red Lion Inn,Inn,Performance,6/15/1583,1583/06/15,6/15/1583,1583/06/15,,Innyard,140581,52.630886,1.297355
472,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1584,1584/09/29,9/28/1585,1585/09/28,,,140581,52.630886,1.297355
473,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1586,1586/09/29,9/28/1587,1587/09/28,,,140581,52.630886,1.297355
474,Nottinghamshire,Nottingham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/2/1583,1583/09/02,9/2/1583,1583/09/02,,,70778,52.954783,-1.158109
475,Oxfordshire,Oxford,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Christ Church,Church,Performance,9/29/1589,1589/09/29,9/29/1590,1590/09/29,,,51126,51.752021,-1.257726
476,Oxfordshire,Oxford,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1585,1585/09/29,9/29/1586,1586/09/29,,,51126,51.752021,-1.257726
477,Oxfordshire,Oxford,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1588,1588/09/29,9/29/1589,1589/09/29,,,51126,51.752021,-1.257726
478,Oxfordshire,Oxford,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1590,1590/09/29,9/29/1591,1591/09/29,,,51126,51.752021,-1.257726
479,Oxfordshire,Abingdon,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,6/24/1583,1583/06/24,6/24/1583,1583/06/24,,,51126,51.67078,-1.287953
480,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,9/29/1589,1589/09/29,9/28/1590,1590/09/28,Civic,Hall,85677,52.707303,-2.755327
481,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,Civic,Hall,85677,52.707303,-2.755327
482,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,9/29/1582,1582/09/29,9/28/1583,1583/09/28,Civic,Hall,85677,52.707303,-2.755327
483,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,1/1/1583,1583/01/01,12/31/1583,1583/12/31,,,85677,52.707303,-2.755327
484,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,9/29/1589,1589/09/29,9/28/1590,1590/09/28,,,85677,52.707303,-2.755327
485,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,,,85677,52.707303,-2.755327
486,Shropshire,Bridgnorth,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,1/2/1590,1590/01/02,1/1/1591,1591/01/01,Civic,Hall,85677,52.534455,-2.424549
487,Shropshire,Ludlow,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,7/1/1590,1590/07/01,7/31/1590,1590/07/31,,,85677,52.367749,-2.713913
488,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,11/1/1589,1589/11/01,11/28/1589,1589/11/28,Civic,Hall,154845,51.375801,-2.359904
489,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/13/1587,1587/07/13,7/13/1587,1587/07/13,Civic,Hall,154845,51.375801,-2.359904
490,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,6/15/1586,1586/06/15,3/31/1587,1587/03/31,Civic,Hall,154845,51.375801,-2.359904
491,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,6/16/1583,1583/06/16,6/15/1584,1584/06/15,Civic,Hall,154845,51.375801,-2.359904
492,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/19/1588,1588/07/19,7/19/1588,1588/07/19,Civic,Hall,154845,51.375801,-2.359904
493,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,6/6/1583,1583/06/06,6/6/1583,1583/06/06,Civic,Hall,154845,51.375801,-2.359904
494,Somerset,Bridgwater,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,10/1/1585,1585/10/01,10/31/1586,1586/10/31,Civic,Hall,154845,51.127889,-3.003632
495,Suffolk,Ipswich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,1/1/1583,1583/01/01,12/31/1583,1583/12/31,,,121249,52.056736,1.14822
496,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/14/1583,1583/09/14,9/14/1583,1583/09/14,,,101245,50.949708,0.73726
497,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/6/1584,1584/09/06,9/5/1585,1585/09/05,,,101245,50.949708,0.73726
498,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/19/1584,1584/09/19,9/19/1584,1584/09/19,,,101245,50.949708,0.73726
