UniqueID,County,Location,PatronName,Patron,TroupeName,PerformerType,VenueName,VenueType,EventType,FromDate,FromDate,ToDate,Auspices,PerformanceSpace,County Population,LatLong,,,,,,
373,Lancashire,Smithills,William Tatton (1543-1611),William Tatton,Mr. Tutton's Musicians,Musicians,Smithills Hall,Private Residence,Performance,7/23/1587,1587-7-23,1587-7-23,Domestic,Hall,232654,"53.612167,-2.484249",,,,,,
374,Cambridgeshire,Cambridge,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/9/1584,1584-7-9,1584-7-9,Civic,Hall,61561,"52.205337,0.121817",,,,,,
375,Cambridgeshire,Cambridge,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1584,1584-9-29,1585-9-28,Civic,Hall,61561,"52.205337,0.121817",,,,,,
376,Cambridgeshire,Cambridge,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Trinity College,College,Performance,6/24/1587,1587-6-24,1587-6-24,College,Hall,61561,"52.205337,0.121817",,,,,,
377,Cambridgeshire,Kirtling,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,6/3/1583,1583-6-3,1583-6-4,,,61561,"52.186447,0.471385",,,,,,
378,Cambridgeshire,Kirtling,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,7/13/1584,1584-7-13,1584-7-14,,,61561,"52.186447,0.471385",,,,,,
379,Cheshire,Chester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1589,1589-9-29,1589-11-25,,,68840,"53.193392,-2.893075",,,,,,
380,Cheshire,Chester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1590,1590-9-29,1590-11-25,,,68840,"53.193392,-2.893075",,,,,,
381,Cumberland,Carlisle,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Moot Hall,Town Hall,Performance,9/10/1589,1589-9-10,1589-9-20,,,87441,"54.885697,-2.941615",,,,,,
382,Devon,Plymouth,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,5/15/1588,1588-5-15,1588-9-28,Civic,Hall,239662,"50.375457,-4.142656",,,,,,
383,Devon,Exeter,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1587,1587-9-29,1588-9-28,Civic,Hall,239662,"50.718412,-3.533899",,,,,,
384,Devon,Exeter,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1589,1589-9-29,1590-9-28,Civic,Hall,239662,"50.718412,-3.533899",,,,,,
385,Devon,Exeter,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,3/24/1586,1586-3-24,1586-9-28,Civic,Hall,239662,"50.718412,-3.533899",,,,,,
386,Dorset,Lyme Regis,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,6/3/1588,1588-6-3,1588-6-3,,,66022,"50.725156,-2.936639",,,,,,
387,Dorset,Lyme Regis,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/29/1588,1588-9-29,1589-9-28,,,66022,"50.725156,-2.936639",,,,,,
388,Dorset,Poole,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/1/1590,1590-9-1,1591-9-28,,,66022,"50.71505,-1.987248",,,,,,
389,Dorset,Weymouth-Melcombe Regis,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,,,66022,"50.623666,-2.45599",,,,,,
390,East Anglia,Aldeburgh,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,6/2/1583,1583-6-2,1583-6-24,,,121249,"52.155357,1.600446",,,,,,
391,Essex,Saffron Walden,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,12/1/1583,1583-12-1,1584-12-1,,,158447,"52.022593,0.239215",,,,,,
392,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,4/17/1589,1589-4-17,1589-4-17,Civic,,106828,"51.864245,-2.238156",,,,,,
393,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,5/26/1583,1583-5-26,1583-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
394,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,9/29/1586,1586-9-29,1587-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
395,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
396,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,7/12/1588,1588-7-12,1588-7-12,Civic,,106828,"51.864245,-2.238156",,,,,,
397,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,5/26/1583,1583-5-26,1583-5-25,,,106828,"51.864245,-2.238156",,,,,,
398,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,,,106828,"51.864245,-2.238156",,,,,,
399,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Boothall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
400,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,College Churchyard,Outdoor venue,Performance,6/30/1590,1590-6-30,1590-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
401,Gloucestershire,Bristol,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/24/1583,1583-7-24,1583-7-24,Civic,Hall,106828,"51.454513,-2.58791",,,,,,
402,Gloucestershire,Bristol,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/23/1587,1587-7-23,1587-7-29,Civic,Hall,106828,"51.454513,-2.58791",,,,,,
403,Gloucestershire,Bristol,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/20/1588,1588-7-20,1588-7-20,Civic,Hall,106828,"51.454513,-2.58791",,,,,,
404,Gloucestershire,Bristol,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,10/5/1589,1589-10-5,1589-10-11,Civic,Hall,106828,"51.454513,-2.58791",,,,,,
405,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,7/22/1583,1583-7-22,1584-7-22,,,136710,"50.950945,0.906589",,,,,,
406,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,9/21/1586,1586-9-21,1586-9-21,,,136710,"50.950945,0.906589",,,,,,
407,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,7/22/1587,1587-7-22,1588-7-22,,,136710,"50.950945,0.906589",,,,,,
408,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,2/15/1589,1589-2-15,1589-2-15,,,136710,"50.950945,0.906589",,,,,,
409,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,7/22/1589,1589-7-22,1590-6-22,,,136710,"50.950945,0.906589",,,,,,
410,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common House,Town Hall,Performance,7/22/1590,1590-7-22,1591-7-22,,,136710,"50.950945,0.906589",,,,,,
411,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Court Hall,Town Hall,Performance,1/1/1583,1583-1-1,1583-12-31,,,136710,"51.280233,1.078909",,,,,,
412,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Court Hall,Town Hall,Performance,9/27/1586,1586-9-27,1586-9-27,,,136710,"51.280233,1.078909",,,,,,
413,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Court Hall,Town Hall,Performance,2/2/1589,1589-2-2,1589-9-28,,,136710,"51.280233,1.078909",,,,,,
414,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,8/26/1583,1583-8-26,1583-8-26,,,136710,"51.315994,0.889358",,,,,,
415,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,8/22/1586,1586-8-22,1586-8-22,,,136710,"51.315994,0.889358",,,,,,
416,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1587,1587-9-29,1588-9-29,,,136710,"51.315994,0.889358",,,,,,
417,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,1/30/1588,1588-1-30,1588-1-30,,,136710,"51.315994,0.889358",,,,,,
418,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1588,1588-9-29,1589-9-29,,,136710,"51.315994,0.889358",,,,,,
419,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1589,1589-9-29,1590-1-4,,,136710,"51.315994,0.889358",,,,,,
420,Kent,Faversham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,1/4/1590,1590-1-4,1590-1-4,,,136710,"51.315994,0.889358",,,,,,
421,Kent,Folkestone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/8/1588,1588-9-8,1589-9-8,,,136710,"51.081397,1.169456",,,,,,
422,Kent,Folkestone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/8/1589,1589-9-8,1590-9-8,,,136710,"51.081397,1.169456",,,,,,
423,Kent,Folkestone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/8/1590,1590-9-8,1581-9-8,,,136710,"51.081397,1.169456",,,,,,
424,Kent,Maidstone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,11/2/1585,1585-11-2,1586-11-2,,,136710,"51.270363,0.522699",,,,,,
425,Kent,Maidstone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,11/1/1587,1587-11-1,1588-11-1,,,136710,"51.270363,0.522699",,,,,,
426,Kent,Maidstone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,11/1/1588,1588-11-1,1589-11-1,,,136710,"51.270363,0.522699",,,,,,
427,Kent,Maidstone,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,8/2/1589,1589-8-2,1589-8-2,,,136710,"51.270363,0.522699",,,,,,
428,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1586,1586-9-29,1587-9-28,,,136710,"51.280233,1.078909",,,,,,
429,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,3/27/1588,1588-3-27,1588-3-27,,,136710,"51.280233,1.078909",,,,,,
430,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1589,1589-2-2,1589-2-2,,,136710,"51.280233,1.078909",,,,,,
431,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1589,1589-9-29,1590-9-28,,,136710,"51.280233,1.078909",,,,,,
432,Kent,Canterbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/10/1590,1590-8-10,1590-8-10,,,136710,"51.280233,1.078909",,,,,,
433,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,4/5/1583,1583-4-5,1583-9-8,,,136710,"51.127876,1.313403",,,,,,
434,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/1/1584,1584-9-1,1584-10-31,,,136710,"51.127876,1.313403",,,,,,
435,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/13/1584,1584-9-13,1584-11-14,,,136710,"51.127876,1.313403",,,,,,
436,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/24/1586,1586-9-24,1586-9-24,,,136710,"51.127876,1.313403",,,,,,
437,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/19/1587,1587-8-19,1587-8-19,,,136710,"51.127876,1.313403",,,,,,
438,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,4/6/1588,1588-4-6,1588-4-6,,,136710,"51.127876,1.313403",,,,,,
439,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,12/25/1588,1588-12-25,1588-12-25,,,136710,"51.127876,1.313403",,,,,,
440,Kent,Dover,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/23/1589,1589-8-23,1589-8-23,,,136710,"51.127876,1.313403",,,,,,
441,Kent,Hythe,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1583,1583-2-2,1584-2-2,,,136710,"51.071739,1.081937",,,,,,
442,Kent,Hythe,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1584,1584-2-2,1585-2-2,,,136710,"51.071739,1.081937",,,,,,
443,Kent,Hythe,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1586,1586-2-2,1587-2-2,,,136710,"51.071739,1.081937",,,,,,
444,Kent,Hythe,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1587,1587-2-2,1588-2-2,,,136710,"51.071739,1.081937",,,,,,
445,Kent,Hythe,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/2/1589,1589-2-2,1590-2-2,,,136710,"51.071739,1.081937",,,,,,
446,Kent,Lydd,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,7/22/1584,1584-7-22,1585-3-21,,,136710,"50.950945,0.906589",,,,,,
447,Kent,New Romney,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/13/1587,1587-8-13,1587-8-13,,,136710,"50.985117,0.939473",,,,,,
448,Kent,New Romney,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,3/25/1588,1588-3-25,1588-4-8,,,136710,"50.985117,0.939473",,,,,,
449,Kent,New Romney,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/14/1589,1589-2-14,1589-2-14,,,136710,"50.985117,0.939473",,,,,,
450,Kent,New Romney,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,3/25/1589,1589-3-25,1589-9-30,,,136710,"50.985117,0.939473",,,,,,
451,Kent,New Romney,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/20/1590,1590-8-20,1590-8-20,,,136710,"50.985117,0.939473",,,,,,
452,Lancashire,Knowsley,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Knowsley Hall,Private Residence,Performance,9/6/1589,1589-9-6,1589-9-7,Domestic,,232654,"53.454594,-2.852907",,,,,,
453,Lancashire,Prescot,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Knowsley Hall,Private Residence,Performance,6/25/1590,1590-6-25,1590-6-25,,,232654,"53.433447,-2.801529",,,,,,
454,Lancashire,Prescot,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Knowsley Hall,Private Residence,Performance,9/10/1590,1590-9-10,1590-9-10,,,232654,"53.433447,-2.801529",,,,,,
455,Lancashire,Lathom,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Lathom House,Private Residence,Performance,7/6/1589,1589-7-6,1589-7-7,Domestic,Great Hall,232654,"53.600973,-2.812062",,,,,,
456,Lancashire,New Park,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,New Park,Private Residence,Performance,10/11/1588,1588-10-11,1588-10-11,Domestic,,232654,"50.624057,-4.587799",,,,,,
457,Lancashire,Ormskirk,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,New Park,Private Residence,Performance,11/1/1588,1588-11-1,1588-11-1,,,232654,"53.568935,-2.885057",,,,,,
458,Lancashire,Lathom,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,10/11/1588,1588-10-11,1588-10-11,,,232654,"53.552338,-2.819781",,,,,,
459,Leicestershire,Leicester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,7/25/1583,1583-7-25,1583-7-25,,,67557,"52.636878,-1.139759",,,,,,
460,London,London,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,11/28/1583,1583-11-28,1584-2-11,,,225643,"51.507351,-0.127758",,,,,,
461,London,Whitehall,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,12/26/1583,1583-12-26,1583-12-26,,,225643,"51.502856,-0.126225",,,,,,
462,London,Whitehall,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,12/29/1583,1583-12-29,1583-12-29,,,225643,"51.502856,-0.126225",,,,,,
463,London,Whitehall,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,3/3/1584,1584-3-3,1584-3-3,,,225643,"51.502856,-0.126225",,,,,,
464,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,12/10/1588,1588-12-10,1588-12-10,Civic,Hall,140581,"52.630886,1.297355",,,,,,
465,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,6/3/1589,1589-6-3,1589-6-3,Civic,Hall,140581,"52.630886,1.297355",,,,,,
466,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,9/29/1586,1586-9-29,1587-9-28,Civic,Hall,140581,"52.630886,1.297355",,,,,,
467,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,6/15/1583,1583-6-15,1583-6-15,Civic,Hall,140581,"52.630886,1.297355",,,,,,
468,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,9/29/1585,1585-9-29,1586-9-28,Civic,Hall,140581,"52.630886,1.297355",,,,,,
469,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,4/22/1590,1590-4-22,1590-4-22,Civic,Hall,140581,"52.630886,1.297355",,,,,,
470,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,6/15/1583,1583-6-15,1583-6-15,,,140581,"52.630886,1.297355",,,,,,
471,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Red Lion Inn,Inn,Performance,6/15/1583,1583-6-15,1583-6-15,,Innyard,140581,"52.630886,1.297355",,,,,,
472,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1584,1584-9-29,1585-9-28,,,140581,"52.630886,1.297355",,,,,,
473,Norfolk,Norwich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1586,1586-9-29,1587-9-28,,,140581,"52.630886,1.297355",,,,,,
474,Nottinghamshire,Nottingham,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/2/1583,1583-9-2,1583-9-2,,,70778,"52.954783,-1.158109",,,,,,
475,Oxfordshire,Oxford,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Christ Church,Church,Performance,9/29/1589,1589-9-29,1590-9-29,,,51126,"51.752021,-1.257726",,,,,,
476,Oxfordshire,Oxford,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1585,1585-9-29,1586-9-29,,,51126,"51.752021,-1.257726",,,,,,
477,Oxfordshire,Oxford,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1588,1588-9-29,1589-9-29,,,51126,"51.752021,-1.257726",,,,,,
478,Oxfordshire,Oxford,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,9/29/1590,1590-9-29,1591-9-29,,,51126,"51.752021,-1.257726",,,,,,
479,Oxfordshire,Abingdon,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,6/24/1583,1583-6-24,1583-6-24,,,51126,"51.67078,-1.287953",,,,,,
480,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,9/29/1589,1589-9-29,1590-9-28,Civic,Hall,85677,"52.707303,-2.755327",,,,,,
481,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,Civic,Hall,85677,"52.707303,-2.755327",,,,,,
482,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,9/29/1582,1582-9-29,1583-9-28,Civic,Hall,85677,"52.707303,-2.755327",,,,,,
483,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,1/1/1583,1583-1-1,1583-12-31,,,85677,"52.707303,-2.755327",,,,,,
484,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,9/29/1589,1589-9-29,1590-9-28,,,85677,"52.707303,-2.755327",,,,,,
485,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Booth Hall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,,,85677,"52.707303,-2.755327",,,,,,
486,Shropshire,Bridgnorth,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,1/2/1590,1590-1-2,1591-1-1,Civic,Hall,85677,"52.534455,-2.424549",,,,,,
487,Shropshire,Ludlow,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,7/1/1590,1590-7-1,1590-7-31,,,85677,"52.367749,-2.713913",,,,,,
488,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,11/1/1589,1589-11-1,1589-11-28,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
489,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/13/1587,1587-7-13,1587-7-13,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
490,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,6/15/1586,1586-6-15,1587-3-31,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
491,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,6/16/1583,1583-6-16,1584-6-15,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
492,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,7/19/1588,1588-7-19,1588-7-19,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
493,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Guildhall,Guildhall,Performance,6/6/1583,1583-6-6,1583-6-6,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
494,Somerset,Bridgwater,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,10/1/1585,1585-10-1,1586-10-31,Civic,Hall,154845,"51.127889,-3.003632",,,,,,
495,Suffolk,Ipswich,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,1/1/1583,1583-1-1,1583-12-31,,,121249,"52.056736,1.14822",,,,,,
496,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/14/1583,1583-9-14,1583-9-14,,,101245,"50.949708,0.73726",,,,,,
497,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/6/1584,1584-9-6,1585-9-5,,,101245,"50.949708,0.73726",,,,,,
498,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/19/1584,1584-9-19,1584-9-19,,,101245,"50.949708,0.73726",,,,,,
